COUNTRY_CODE,POSTAL_CODE,ESTIMATED_NUTS3,ESTIMATED_NUTS2,ESTIMATED_NUTS1,CONFIDENCE
LT,84157,LT026,LT02,LT0,high
LT,84171,LT026,LT02,LT0,high
LT,84316,LT026,LT02,LT0,medium
LT,84321,LT026,LT02,LT0,medium
LT,84443,LT026,LT02,LT0,high
LT,85114,LT026,LT02,LT0,high
LT,85132,LT026,LT02,LT0,high
LT,85159,LT026,LT02,LT0,high
LT,85245,LT026,LT02,LT0,medium
LT,85330,LT026,LT02,LT0,medium
LT,86109,LT026,LT02,LT0,high
LT,86147,LT026,LT02,LT0,high
LT,86168,LT026,LT02,LT0,high
LT,86263,LT026,LT02,LT0,high
LT,86285,LT026,LT02,LT0,high
LT,86343,LT026,LT02,LT0,medium
LT,86409,LT026,LT02,LT0,medium
LT,86453,LT026,LT02,LT0,medium
LT,86486,LT026,LT02,LT0,medium
LT,87128,LT028,LT02,LT0,high
LT,87329,LT028,LT02,LT0,high
LT,87333,LT028,LT02,LT0,high
LT,87357,LT028,LT02,LT0,high
LT,87395,LT028,LT02,LT0,high
LT,88324,LT028,LT02,LT0,high
LT,89116,LT028,LT02,LT0,high
LT,89140,LT028,LT02,LT0,high
LT,89189,LT028,LT02,LT0,high
LT,89366,LT028,LT02,LT0,medium
LT,90121,LT028,LT02,LT0,high
LT,90127,LT028,LT02,LT0,high
LT,90131,LT028,LT02,LT0,high
LT,90144,LT028,LT02,LT0,high
LT,90443,LT028,LT02,LT0,medium
LT,91110,LT023,LT02,LT0,high
LT,91182,LT023,LT02,LT0,high
LT,91196,LT023,LT02,LT0,high
LT,91232,LT023,LT02,LT0,high
LT,91254,LT023,LT02,LT0,high
LT,92124,LT023,LT02,LT0,high
LT,92126,LT023,LT02,LT0,high
LT,92276,LT023,LT02,LT0,high
LT,93173,LT023,LT02,LT0,high
LT,93179,LT023,LT02,LT0,high
LT,93187,LT023,LT02,LT0,high
LT,93198,LT023,LT02,LT0,high
LT,93217,LT023,LT02,LT0,high
LT,94222,LT023,LT02,LT0,high
LT,94287,LT023,LT02,LT0,high
LT,95134,LT023,LT02,LT0,high
LT,95149,LT023,LT02,LT0,high
LT,95150,LT023,LT02,LT0,high
LT,95186,LT023,LT02,LT0,high
LT,95187,LT023,LT02,LT0,high
LT,95193,LT023,LT02,LT0,high
LT,96102,LT023,LT02,LT0,high
LT,96300,LT023,LT02,LT0,high
LT,96301,LT023,LT02,LT0,high
LT,97104,LT023,LT02,LT0,medium
LT,97128,LT023,LT02,LT0,medium
LT,97157,LT023,LT02,LT0,medium
LT,97265,LT023,LT02,LT0,medium
LT,97331,LT023,LT02,LT0,medium
LT,97340,LT023,LT02,LT0,medium
LT,98112,LT023,LT02,LT0,medium
LT,98198,LT023,LT02,LT0,medium
LT,98271,LT023,LT02,LT0,medium
LT,98349,LT023,LT02,LT0,medium
LT,98353,LT023,LT02,LT0,medium
LT,99123,LT023,LT02,LT0,medium
LT,99284,LT023,LT02,LT0,medium
LT,99318,LT023,LT02,LT0,medium
LT,99322,LT023,LT02,LT0,medium
LT,99332,LT023,LT02,LT0,medium
LT,99348,LT023,LT02,LT0,medium
LT,99349,LT023,LT02,LT0,medium
LT,20283,LT011,LT01,LT0,high
LT,28149,LT029,LT02,LT0,medium
LT,28503,LT029,LT02,LT0,low
LT,32114,LT029,LT02,LT0,medium
LT,32312,LT029,LT02,LT0,high
LT,37135,LT025,LT02,LT0,high
LT,41456,LT025,LT02,LT0,high
LT,45188,LT022,LT02,LT0,high
LT,51325,LT022,LT02,LT0,high
LT,54342,LT022,LT02,LT0,high
LT,55164,LT022,LT02,LT0,medium
LT,55458,LT022,LT02,LT0,high
LT,57214,LT022,LT02,LT0,high
LT,60220,LT022,LT02,LT0,high
LT,60221,LT022,LT02,LT0,high
LT,62152,LT021,LT02,LT0,high
LT,62315,LT021,LT02,LT0,high
LT,64305,LT021,LT02,LT0,high
LT,69171,LT024,LT02,LT0,high
LT,69307,LT024,LT02,LT0,high
LT,69403,LT024,LT02,LT0,high
LT,80112,LT026,LT02,LT0,medium
LT,80114,LT026,LT02,LT0,medium
LT,81356,LT026,LT02,LT0,medium
LT,81419,LT026,LT02,LT0,medium
LT,82168,LT026,LT02,LT0,high
LT,83105,LT026,LT02,LT0,high
LT,83306,LT026,LT02,LT0,high
LT,84326,LT026,LT02,LT0,medium
LT,89110,LT028,LT02,LT0,high
LT,89169,LT028,LT02,LT0,high
LT,90272,LT028,LT02,LT0,high
LT,98268,LT023,LT02,LT0,medium
LT,95213,LT023,LT02,LT0,high
LU,1014,LU000,LU00,LU0,high
LU,1016,LU000,LU00,LU0,high
LU,1017,LU000,LU00,LU0,high
LU,1040,LU000,LU00,LU0,medium
LU,1780,LU000,LU00,LU0,medium
LU,2011,LU000,LU00,LU0,high
LU,2014,LU000,LU00,LU0,high
LU,2017,LU000,LU00,LU0,high
LU,2030,LU000,LU00,LU0,medium
LU,2080,LU000,LU00,LU0,medium
LU,2090,LU000,LU00,LU0,medium
LU,2926,LU000,LU00,LU0,medium
LU,2940,LU000,LU00,LU0,medium
LU,2987,LU000,LU00,LU0,high
LU,5507,LU000,LU00,LU0,high
LU,8750,LU000,LU00,LU0,medium
LU,8877,LU000,LU00,LU0,medium
LU,1013,LU000,LU00,LU0,high
LU,1439,LU000,LU00,LU0,high
LU,2981,LU000,LU00,LU0,high
LU,1025,LU000,LU00,LU0,medium
LV,LV1022,LV00A,LV00,LV0,high
LV,LV1148,LV00A,LV00,LV0,high
LV,LV1234,LV00A,LV00,LV0,high
LV,LV1423,LV00A,LV00,LV0,high
LV,LV1459,LV00A,LV00,LV0,high
LV,LV1519,LV00A,LV00,LV0,high
LV,LV1539,LV00A,LV00,LV0,high
LV,LV1586,LV00A,LV00,LV0,high
LV,LV1658,LV00A,LV00,LV0,high
LV,LV1817,LV00A,LV00,LV0,high
LV,LV1867,LV00A,LV00,LV0,high
LV,LV1981,LV00A,LV00,LV0,high
LV,LV2100,LV00A,LV00,LV0,medium
LV,LV3012,LV00B,LV00,LV0,medium
LV,LV3600,LV00B,LV00,LV0,medium
LV,LV4200,LV00C,LV00,LV0,medium
LV,LV4204,LV00C,LV00,LV0,medium
LV,LV5446,LV005,LV00,LV0,medium
LV,LV5600,LV005,LV00,LV0,medium
LV,LV9953,LV005,LV00,LV0,low
LV,LV9974,LV005,LV00,LV0,low
LV,LV1080,LV00A,LV00,LV0,high
LV,LV4600,LV00C,LV00,LV0,medium
LV,LV5403,LV005,LV00,LV0,medium
LV,LV5421,LV005,LV00,LV0,medium
LV,LV1000,LV00A,LV00,LV0,high
LV,LV1020,LV00A,LV00,LV0,high
LV,LV1066,LV00A,LV00,LV0,high
LV,LV1081,LV00A,LV00,LV0,high
LV,LV1086,LV00A,LV00,LV0,high
LV,LV1097,LV00A,LV00,LV0,high
LV,LV1365,LV00A,LV00,LV0,high
LV,LV1473,LV00A,LV00,LV0,high
LV,LV2116,LV00A,LV00,LV0,medium
LV,LV2146,LV00A,LV00,LV0,medium
LV,LV2323,LV00A,LV00,LV0,medium
LV,LV2343,LV00A,LV00,LV0,medium
LV,LV3400,LV00B,LV00,LV0,medium
LV,LV3412,LV00B,LV00,LV0,medium
LV,LV3611,LV00B,LV00,LV0,medium
LV,LV3900,LV00B,LV00,LV0,medium
LV,LV4100,LV00C,LV00,LV0,medium
LV,LV4191,LV00C,LV00,LV0,medium
LV,LV4603,LV00C,LV00,LV0,medium
LV,LV4719,LV00C,LV00,LV0,medium
LV,LV4831,LV00C,LV00,LV0,medium
LV,LV5000,LV005,LV00,LV0,medium
LV,LV5010,LV005,LV00,LV0,medium
LV,LV5017,LV005,LV00,LV0,medium
LV,LV5102,LV005,LV00,LV0,medium
LV,LV5250,LV005,LV00,LV0,medium
LV,LV5429,LV005,LV00,LV0,medium
LV,LV5454,LV005,LV00,LV0,medium
LV,LV8310,LV005,LV00,LV0,low
LV,LV1743,LV00A,LV00,LV0,high
LV,LV1932,LV00A,LV00,LV0,high
LV,LV2110,LV00A,LV00,LV0,medium
LV,LV2501,LV00A,LV00,LV0,medium
LV,LV3610,LV00B,LV00,LV0,medium
LV,LV1062,LV00A,LV00,LV0,high
LV,LV2155,LV00A,LV00,LV0,medium
MK,4062,MK004,MK00,MK0,low
MK,1001,MK008,MK00,MK0,high
MK,1051,MK008,MK00,MK0,medium
MK,1066,MK008,MK00,MK0,high
MK,1100,MK008,MK00,MK0,low
MK,1130,MK008,MK00,MK0,low
MK,1217,MK006,MK00,MK0,high
MK,1352,MK007,MK00,MK0,medium
MK,1412,MK001,MK00,MK0,high
MK,1453,MK001,MK00,MK0,low
MK,1598,MK004,MK00,MK0,low
MK,2151,MK002,MK00,MK0,low
MK,2462,MK004,MK00,MK0,high
MK,2463,MK004,MK00,MK0,high
MK,2563,MK004,MK00,MK0,low
MK,2564,MK004,MK00,MK0,low
MK,5624,MK003,MK00,MK0,low
MK,6300,MK005,MK00,MK0,high
MK,6630,MK003,MK00,MK0,low
MK,7516,MK005,MK00,MK0,high
MK,9100,MK005,MK00,MK0,low
MT,ARM,MT001,MT00,MT0,medium
MT,BRE,MT001,MT00,MT0,medium
MT,CMR,MT001,MT00,MT0,medium
MT,FLR,MT001,MT00,MT0,medium
MT,GRZ,MT002,MT00,MT0,medium
MT,GZO,MT001,MT00,MT0,medium
MT,HRM,MT001,MT00,MT0,medium
MT,MEC,MT001,MT00,MT0,medium
MT,MLT,MT001,MT00,MT0,medium
MT,OTP,MT001,MT00,MT0,medium
MT,PTM,MT001,MT00,MT0,medium
MT,SPD,MT001,MT00,MT0,medium
MT,SVN,MT001,MT00,MT0,medium
MT,TNX,MT001,MT00,MT0,medium
MT,VTL,MT002,MT00,MT0,medium
MT,LQU,MT001,MT00,MT0,medium
MT,STA,MT001,MT00,MT0,medium
NL,1014DE,NL32B,NL32,NL3,high
NL,1060JA,NL32B,NL32,NL3,high
NL,1074KW,NL32B,NL32,NL3,high
NL,1074TE,NL32B,NL32,NL3,high
NL,1096AR,NL32B,NL32,NL3,high
NL,1115ZH,NL32B,NL32,NL3,high
NL,1117ZL,NL32B,NL32,NL3,high
NL,1118ZN,NL32B,NL32,NL3,high
NL,1262HG,NL327,NL32,NL3,high
NL,1334NC,NL230,NL23,NL2,high
NL,1341HZ,NL230,NL23,NL2,high
NL,1398ZG,NL327,NL32,NL3,medium
NL,1606ZG,NL321,NL32,NL3,high
NL,2131JC,NL32B,NL32,NL3,high
NL,2215ZH,NL363,NL36,NL3,high
NL,2267AB,NL361,NL36,NL3,high
NL,2401AW,NL365,NL36,NL3,high
NL,2515DK,NL361,NL36,NL3,high
NL,2563TX,NL361,NL36,NL3,high
NL,2581HX,NL361,NL36,NL3,high
NL,2906AX,NL366,NL36,NL3,high
NL,3022CN,NL366,NL36,NL3,high
NL,3069TB,NL366,NL36,NL3,high
NL,3202LG,NL366,NL36,NL3,high
NL,3216VC,NL366,NL36,NL3,high
NL,3312DH,NL364,NL36,NL3,high
NL,3415SL,NL350,NL35,NL3,high
NL,3585BB,NL350,NL35,NL3,high
NL,3645ZJ,NL350,NL35,NL3,high
NL,3891PA,NL230,NL23,NL2,high
NL,4116ZJ,NL224,NL22,NL2,high
NL,4128EZ,NL350,NL35,NL3,high
NL,4152DZ,NL224,NL22,NL2,high
NL,4413ZH,NL342,NL34,NL3,high
NL,4436LJ,NL342,NL34,NL3,high
NL,4705BB,NL411,NL41,NL4,high
NL,4797ZN,NL411,NL41,NL4,high
NL,4854WJ,NL411,NL41,NL4,medium
NL,5384ZG,NL416,NL41,NL4,high
NL,5616LW,NL414,NL41,NL4,high
NL,5845ZG,NL416,NL41,NL4,high
NL,5953ZJ,NL421,NL42,NL4,high
NL,6134PM,NL423,NL42,NL4,high
NL,6211TL,NL423,NL42,NL4,high
NL,6269ZG,NL423,NL42,NL4,high
NL,6419NL,NL423,NL42,NL4,high
NL,6578ZH,NL226,NL22,NL2,high
NL,6865ZH,NL226,NL22,NL2,high
NL,7421PN,NL212,NL21,NL2,high
NL,8363CA,NL211,NL21,NL2,high
NL,8375ZP,NL211,NL21,NL2,high
NL,9004LM,NL127,NL12,NL1,high
NL,9104ZG,NL127,NL12,NL1,high
NL,9201LE,NL126,NL12,NL1,high
NL,9219PV,NL126,NL12,NL1,high
NL,9233ZL,NL127,NL12,NL1,medium
NL,9248AB,NL126,NL12,NL1,high
NL,9285ZV,NL127,NL12,NL1,medium
NL,9679ZG,NL114,NL11,NL1,high
NL,9684ZG,NL114,NL11,NL1,high
NL,9811DH,NL115,NL11,NL1,high
NL,9983TA,NL115,NL11,NL1,medium
NO,0051,NO081,NO08,NO0,high
NO,0189,NO081,NO08,NO0,high
NO,0634,NO081,NO08,NO0,medium
NO,0719,NO081,NO08,NO0,high
NO,0813,NO081,NO08,NO0,medium
NO,0989,NO081,NO08,NO0,high
NO,1073,NO081,NO08,NO0,high
NO,1234,NO081,NO08,NO0,medium
NO,1800,NO083,NO08,NO0,high
NO,2275,NO020,NO02,NO0,high
NO,3508,NO085,NO08,NO0,high
NO,4064,NO0A1,NO0A,NO0,high
NO,4204,NO0A1,NO0A,NO0,high
NO,4303,NO0A1,NO0A,NO0,high
NO,4305,NO0A1,NO0A,NO0,high
NO,4627,NO092,NO09,NO0,high
NO,4976,NO092,NO09,NO0,high
NO,5000,NO0A2,NO0A,NO0,high
NO,5001,NO0A2,NO0A,NO0,high
NO,5050,NO0A2,NO0A,NO0,high
NO,5400,NO0A2,NO0A,NO0,high
NO,5421,NO0A2,NO0A,NO0,high
NO,5679,NO0A2,NO0A,NO0,medium
NO,5883,NO0A2,NO0A,NO0,high
PL,01000,PL911,PL91,PL9,high
PL,01007,PL911,PL91,PL9,high
PL,01264,PL911,PL91,PL9,high
PL,01427,PL911,PL91,PL9,high
PL,01484,PL911,PL91,PL9,high
PL,01499,PL911,PL91,PL9,high
PL,01538,PL911,PL91,PL9,high
PL,01881,PL911,PL91,PL9,high
PL,01896,PL911,PL91,PL9,high
PL,02000,PL911,PL91,PL9,high
PL,02514,PL911,PL91,PL9,high
PL,02523,PL911,PL91,PL9,high
PL,02782,PL911,PL91,PL9,high
PL,02794,PL911,PL91,PL9,high
PL,03235,PL911,PL91,PL9,high
PL,03500,PL911,PL91,PL9,high
PL,04098,PL911,PL91,PL9,high
PL,04547,PL911,PL91,PL9,high
PL,05122,PL912,PL91,PL9,medium
PL,05299,PL912,PL91,PL9,high
PL,05521,PL913,PL91,PL9,medium
PL,05910,PL913,PL91,PL9,high
PL,06666,PL922,PL92,PL9,low
PL,06490,PL922,PL92,PL9,medium
PL,07500,PL924,PL92,PL9,low
PL,08233,PL925,PL92,PL9,high
PL,08333,PL925,PL92,PL9,high
PL,08813,PL925,PL92,PL9,low
PL,09051,PL911,PL91,PL9,high
PL,09876,PL922,PL92,PL9,low
PL,09990,PL922,PL92,PL9,low
PL,10257,PL622,PL62,PL6,high
PL,10499,PL622,PL62,PL6,high
PL,10590,PL622,PL62,PL6,high
PL,10748,PL622,PL62,PL6,high
PL,11123,PL622,PL62,PL6,high
PL,12000,PL622,PL62,PL6,low
PL,12123,PL622,PL62,PL6,high
PL,12167,PL622,PL62,PL6,high
PL,12178,PL622,PL62,PL6,high
PL,12221,PL623,PL62,PL6,high
PL,12323,PL623,PL62,PL6,low
PL,12555,PL842,PL84,PL8,low
PL,12876,PL622,PL62,PL6,low
PL,14143,PL621,PL62,PL6,high
PL,15056,PL841,PL84,PL8,high
PL,15409,PL841,PL84,PL8,high
PL,16555,PL843,PL84,PL8,high
PL,19992,PL814,PL81,PL8,low
PL,20536,PL814,PL81,PL8,high
PL,22085,PL812,PL81,PL8,high
PL,22350,PL812,PL81,PL8,high
PL,22526,PL812,PL81,PL8,medium
PL,23987,PL815,PL81,PL8,low
PL,24304,PL815,PL81,PL8,high
PL,25013,PL721,PL72,PL7,high
PL,25264,PL721,PL72,PL7,high
PL,25820,PL721,PL72,PL7,medium
PL,25950,PL721,PL72,PL7,high
PL,27531,PL722,PL72,PL7,high
PL,30160,PL213,PL21,PL2,medium
PL,30345,PL213,PL21,PL2,medium
PL,30351,PL213,PL21,PL2,medium
PL,30950,PL213,PL21,PL2,high
PL,30962,PL213,PL21,PL2,high
PL,30987,PL213,PL21,PL2,high
PL,31198,PL213,PL21,PL2,medium
PL,31400,PL213,PL21,PL2,high
PL,31666,PL213,PL21,PL2,medium
PL,32078,PL214,PL21,PL2,medium
PL,32105,PL214,PL21,PL2,high
PL,32305,PL21A,PL21,PL2,medium
PL,32413,PL214,PL21,PL2,high
PL,32602,PL21A,PL21,PL2,high
PL,32603,PL21A,PL21,PL2,high
PL,32940,PL21A,PL21,PL2,high
PL,32423,PL214,PL21,PL2,high
PL,33306,PL218,PL21,PL2,medium
PL,34223,PL219,PL21,PL2,high
PL,34341,PL225,PL22,PL2,medium
PL,34567,PL219,PL21,PL2,medium
PL,35028,PL823,PL82,PL8,high
PL,35500,PL823,PL82,PL8,medium
PL,38332,PL218,PL21,PL2,medium
PL,38709,PL821,PL82,PL8,high
PL,40000,PL22A,PL22,PL2,high
PL,40011,PL22A,PL22,PL2,high
PL,40163,PL22A,PL22,PL2,high
PL,40364,PL22A,PL22,PL2,high
PL,40395,PL22A,PL22,PL2,high
PL,40900,PL22A,PL22,PL2,high
PL,41123,PL22A,PL22,PL2,medium
PL,41147,PL22A,PL22,PL2,medium
PL,41206,PL22B,PL22,PL2,medium
PL,41221,PL22B,PL22,PL2,medium
PL,42211,PL224,PL22,PL2,medium
PL,43026,PL225,PL22,PL2,medium
PL,43454,PL225,PL22,PL2,medium
PL,44223,PL227,PL22,PL2,high
PL,45003,PL524,PL52,PL5,high
PL,45004,PL524,PL52,PL5,high
PL,45011,PL524,PL52,PL5,high
PL,45013,PL524,PL52,PL5,high
PL,45017,PL524,PL52,PL5,high
PL,45037,PL524,PL52,PL5,high
PL,45048,PL524,PL52,PL5,high
PL,45060,PL524,PL52,PL5,high
PL,45063,PL524,PL52,PL5,high
PL,45077,PL524,PL52,PL5,high
PL,45082,PL524,PL52,PL5,high
PL,45086,PL524,PL52,PL5,high
PL,45122,PL524,PL52,PL5,high
PL,45259,PL524,PL52,PL5,high
PL,45284,PL524,PL52,PL5,high
PL,45304,PL524,PL52,PL5,medium
PL,45340,PL524,PL52,PL5,medium
PL,45342,PL524,PL52,PL5,medium
PL,45345,PL524,PL52,PL5,medium
PL,45410,PL524,PL52,PL5,high
PL,45438,PL524,PL52,PL5,high
PL,45457,PL524,PL52,PL5,high
PL,45558,PL524,PL52,PL5,medium
PL,45627,PL524,PL52,PL5,high
PL,45867,PL524,PL52,PL5,high
PL,45949,PL524,PL52,PL5,high
PL,45454,PL524,PL52,PL5,high
PL,46361,PL524,PL52,PL5,high
PL,46014,PL524,PL52,PL5,medium
PL,47491,PL227,PL22,PL2,medium
PL,51150,PL514,PL51,PL5,medium
PL,51161,PL514,PL51,PL5,medium
PL,51234,PL514,PL51,PL5,medium
PL,51403,PL514,PL51,PL5,high
PL,52608,PL514,PL51,PL5,low
PL,53606,PL514,PL51,PL5,high
PL,53935,PL514,PL51,PL5,low
PL,54526,PL514,PL51,PL5,high
PL,54534,PL514,PL51,PL5,high
PL,55006,PL518,PL51,PL5,high
PL,55035,PL518,PL51,PL5,high
PL,58152,PL517,PL51,PL5,medium
PL,58503,PL515,PL51,PL5,high
PL,58522,PL515,PL51,PL5,high
PL,58572,PL515,PL51,PL5,high
PL,58814,PL515,PL51,PL5,low
PL,59141,PL516,PL51,PL5,high
PL,59533,PL515,PL51,PL5,high
PL,60050,PL415,PL41,PL4,medium
PL,60249,PL415,PL41,PL4,high
PL,60697,PL415,PL41,PL4,high
PL,60963,PL415,PL41,PL4,high
PL,60987,PL415,PL41,PL4,high
PL,60995,PL415,PL41,PL4,high
PL,61135,PL415,PL41,PL4,medium
PL,61167,PL415,PL41,PL4,medium
PL,61300,PL415,PL41,PL4,high
PL,62018,PL418,PL41,PL4,medium
PL,64612,PL418,PL41,PL4,medium
PL,64812,PL411,PL41,PL4,medium
PL,65500,PL432,PL43,PL4,medium
PL,65464,PL432,PL43,PL4,high
PL,67002,PL432,PL43,PL4,low
PL,67081,PL432,PL43,PL4,low
PL,69211,PL431,PL43,PL4,high
PL,70685,PL424,PL42,PL4,high
PL,70695,PL424,PL42,PL4,high
PL,70965,PL424,PL42,PL4,high
PL,71473,PL424,PL42,PL4,high
PL,73230,PL427,PL42,PL4,high
PL,73100,PL428,PL42,PL4,medium
PL,75582,PL426,PL42,PL4,medium
PL,76204,PL636,PL63,PL6,high
PL,76211,PL636,PL63,PL6,high
PL,76217,PL636,PL63,PL6,high
PL,78404,PL427,PL42,PL4,high
PL,79525,PL515,PL51,PL5,low
PL,80213,PL633,PL63,PL6,medium
PL,80248,PL633,PL63,PL6,medium
PL,80810,PL633,PL63,PL6,high
PL,80832,PL633,PL63,PL6,high
PL,80845,PL633,PL63,PL6,high
PL,84222,PL634,PL63,PL6,medium
PL,85003,PL613,PL61,PL6,high
PL,85602,PL613,PL61,PL6,high
PL,85957,PL613,PL61,PL6,high
PL,86303,PL616,PL61,PL6,high
PL,87192,PL613,PL61,PL6,medium
PL,89122,PL617,PL61,PL6,medium
PL,90120,PL711,PL71,PL7,medium
PL,90926,PL711,PL71,PL7,high
PL,91105,PL711,PL71,PL7,medium
PL,91135,PL711,PL71,PL7,medium
PL,91137,PL711,PL71,PL7,medium
PL,91508,PL711,PL71,PL7,high
PL,92224,PL711,PL71,PL7,medium
PL,92234,PL711,PL71,PL7,medium
PL,93568,PL711,PL71,PL7,high
PL,93730,PL711,PL71,PL7,low
PL,93813,PL711,PL71,PL7,low
PL,94349,PL711,PL71,PL7,high
PT,5000801,PT11D,PT11,PT1,high
PT,8005924,PT150,PT15,PT1,high
PT,1000050,PT1A0,PT1A,PT1,high
PT,1069027,PT1A0,PT1A,PT1,high
PT,1250013,PT1A0,PT1A,PT1,high
PT,1300729,PT1A0,PT1A,PT1,high
PT,1400048,PT1A0,PT1A,PT1,high
PT,1400500,PT1A0,PT1A,PT1,high
PT,1495129,PT1A0,PT1A,PT1,high
PT,1500172,PT1A0,PT1A,PT1,high
PT,1500234,PT1A0,PT1A,PT1,high
PT,1500549,PT1A0,PT1A,PT1,high
PT,1600779,PT1A0,PT1A,PT1,high
PT,1700053,PT1A0,PT1A,PT1,high
PT,1750178,PT1A0,PT1A,PT1,high
PT,1750265,PT1A0,PT1A,PT1,high
PT,1800830,PT1A0,PT1A,PT1,high
PT,1900000,PT1A0,PT1A,PT1,high
PT,1900603,PT1A0,PT1A,PT1,high
PT,1900706,PT1A0,PT1A,PT1,high
PT,1950231,PT1A0,PT1A,PT1,high
PT,1950322,PT1A0,PT1A,PT1,high
PT,1990260,PT1A0,PT1A,PT1,high
PT,1990882,PT1A0,PT1A,PT1,high
PT,2001903,PT1D3,PT1D,PT1,medium
PT,2001904,PT1D3,PT1D,PT1,medium
PT,2001907,PT1D3,PT1D,PT1,medium
PT,2005213,PT1D3,PT1D,PT1,medium
PT,2040127,PT1D3,PT1D,PT1,high
PT,2100242,PT1D3,PT1D,PT1,medium
PT,2200780,PT1D2,PT1D,PT1,medium
PT,2384908,PT1D2,PT1D,PT1,medium
PT,2384909,PT1D2,PT1D,PT1,medium
PT,2410784,PT193,PT19,PT1,high
PT,2414021,PT193,PT19,PT1,high
PT,2415797,PT193,PT19,PT1,high
PT,2450901,PT1D1,PT1D,PT1,high
PT,2480852,PT193,PT19,PT1,high
PT,2504909,PT1D1,PT1D,PT1,high
PT,2504917,PT1D1,PT1D,PT1,high
PT,2525304,PT1D1,PT1D,PT1,medium
PT,2584955,PT1D1,PT1D,PT1,high
PT,2614521,PT1A0,PT1A,PT1,medium
PT,2619023,PT1A0,PT1A,PT1,medium
PT,2625504,PT1A0,PT1A,PT1,high
PT,2630135,PT1A0,PT1A,PT1,medium
PT,2660367,PT1A0,PT1A,PT1,medium
PT,2685458,PT1A0,PT1A,PT1,high
PT,2685786,PT1A0,PT1A,PT1,high
PT,2715863,PT1A0,PT1A,PT1,high
PT,2720279,PT1A0,PT1A,PT1,high
PT,2740315,PT1A0,PT1A,PT1,high
PT,2740901,PT1A0,PT1A,PT1,high
PT,2750105,PT1A0,PT1A,PT1,high
PT,2760379,PT1A0,PT1A,PT1,high
PT,2775495,PT1A0,PT1A,PT1,high
PT,2775500,PT1A0,PT1A,PT1,high
PT,2780781,PT1A0,PT1A,PT1,high
PT,2780990,PT1A0,PT1A,PT1,high
PT,2795443,PT1A0,PT1A,PT1,high
PT,2800159,PT1B0,PT1B,PT1,high
PT,2800503,PT1B0,PT1B,PT1,high
PT,2800564,PT1B0,PT1B,PT1,high
PT,2800570,PT1B0,PT1B,PT1,high
PT,2834412,PT1B0,PT1B,PT1,high
PT,2870006,PT1B0,PT1B,PT1,high
PT,2870833,PT1B0,PT1B,PT1,high
PT,2900806,PT1B0,PT1B,PT1,high
PT,2925901,PT1B0,PT1B,PT1,high
PT,3004011,PT192,PT19,PT1,high
PT,3004545,PT192,PT19,PT1,high
PT,3020053,PT192,PT19,PT1,high
PT,3040081,PT192,PT19,PT1,high
PT,3040156,PT192,PT19,PT1,high
PT,3040188,PT192,PT19,PT1,high
PT,3040316,PT192,PT19,PT1,high
PT,3040854,PT192,PT19,PT1,high
PT,3050214,PT192,PT19,PT1,high
PT,3060909,PT192,PT19,PT1,high
PT,3064908,PT192,PT19,PT1,high
PT,3080380,PT192,PT19,PT1,high
PT,3140223,PT192,PT19,PT1,high
PT,3140852,PT192,PT19,PT1,high
PT,3200901,PT192,PT19,PT1,high
PT,3220909,PT192,PT19,PT1,high
PT,3250100,PT193,PT19,PT1,high
PT,3270006,PT193,PT19,PT1,medium
PT,3300434,PT192,PT19,PT1,high
PT,3350300,PT192,PT19,PT1,high
PT,3350909,PT192,PT19,PT1,high
PT,3501909,PT194,PT19,PT1,high
PT,3510074,PT194,PT19,PT1,high
PT,3510213,PT194,PT19,PT1,high
PT,3530534,PT194,PT19,PT1,high
PT,3701905,PT11A,PT11,PT1,medium
PT,3701910,PT11A,PT11,PT1,medium
PT,3730953,PT11A,PT11,PT1,medium
PT,3750500,PT191,PT19,PT1,high
PT,3754909,PT191,PT19,PT1,high
PT,3780907,PT191,PT19,PT1,high
PT,3800362,PT191,PT19,PT1,medium
PT,3800488,PT191,PT19,PT1,medium
PT,3850453,PT191,PT19,PT1,medium
PT,4000618,PT11A,PT11,PT1,high
PT,4099000,PT11A,PT11,PT1,high
PT,4150760,PT11A,PT11,PT1,high
PT,4200019,PT11A,PT11,PT1,high
PT,4200392,PT11A,PT11,PT1,high
PT,4200464,PT11A,PT11,PT1,high
PT,4300136,PT11A,PT11,PT1,high
PT,4369478,PT11A,PT11,PT1,high
PT,4415723,PT11A,PT11,PT1,high
PT,4420639,PT11A,PT11,PT1,high
PT,4420668,PT11A,PT11,PT1,high
PT,4425756,PT11A,PT11,PT1,high
PT,4440000,PT11A,PT11,PT1,high
PT,4450504,PT11A,PT11,PT1,high
PT,4450516,PT11A,PT11,PT1,high
PT,4465870,PT11A,PT11,PT1,high
PT,4471909,PT11A,PT11,PT1,high
PT,4490295,PT11A,PT11,PT1,high
PT,4501852,PT11A,PT11,PT1,high
PT,4501868,PT11A,PT11,PT1,high
PT,4501909,PT11A,PT11,PT1,high
PT,4501910,PT11A,PT11,PT1,high
PT,4520909,PT11A,PT11,PT1,medium
PT,4540001,PT11A,PT11,PT1,medium
PT,4600366,PT11C,PT11,PT1,high
PT,4610909,PT11C,PT11,PT1,high
PT,4700246,PT112,PT11,PT1,high
PT,4700733,PT112,PT11,PT1,high
PT,4710035,PT112,PT11,PT1,high
PT,4710098,PT112,PT11,PT1,high
